Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
06/29/2021,06/30/2021,Wards Island,WI,"1,285.00","1,036,462.95",,"1,201,485",RT-qPCR
07/06/2021,07/07/2021,26th Ward,26W,762.00,"724,757.51",,"290,608",RT-qPCR
07/06/2021,07/07/2021,Bowery Bay,BB,"1,935.00","1,132,805.03",,"924,695",RT-qPCR
07/06/2021,07/07/2021,Coney Island,CI,"1,558.00","864,522.97",,"682,342",RT-qPCR
07/06/2021,07/07/2021,Hunts Point,HP,"1,106.00","891,681.51",,"755,948",RT-qPCR
07/06/2021,07/07/2021,Jamaica Bay,JA,811.00,"373,219.54",,"748,737",RT-qPCR
07/06/2021,07/07/2021,Newtown Creek,NC,922.00,"748,410.44",,"1,156,473",RT-qPCR
07/06/2021,07/07/2021,North River,NR,635.00,"481,641.95",,"658,596",RT-qPCR
07/06/2021,07/07/2021,Oakwood Beach,OB,"20,572.00","12,400,356.06",This sample was analyzed in duplicate. The higher of the 2 results is reported,"258,731",RT-qPCR
07/06/2021,07/07/2021,Owls Head,OH,"7,001.00","3,186,701.79",,"906,442",RT-qPCR
07/06/2021,07/07/2021,Port Richmond,PR,"1,402.00","1,126,684.53",,"226,167",RT-qPCR
07/06/2021,07/07/2021,Red Hook,RH,914.00,"540,484.87",,"224,029",RT-qPCR
07/06/2021,07/07/2021,Rockaway,RK,674.00,"444,175.81",,"120,539",RT-qPCR
07/06/2021,07/07/2021,Tallman Island,TI,"1,084.00","665,682.85",,"449,907",RT-qPCR
07/06/2021,07/07/2021,Wards Island,WI,"2,909.00","2,263,726.94",,"1,201,485",RT-qPCR
07/11/2021,07/12/2021,26th Ward,26W,"1,336.00","1,061,573.34",,"290,608",RT-qPCR
07/11/2021,07/12/2021,Bowery Bay,BB,"2,351.00","1,260,676.86",,"924,695",RT-qPCR
07/11/2021,07/12/2021,Coney Island,CI,"1,145.00","520,774.41",,"682,342",RT-qPCR
07/11/2021,07/12/2021,Hunts Point,HP,"1,092.00","907,495.63",This sample was analyzed in duplicate. The higher of the 2 results is reported,"755,948",RT-qPCR
07/11/2021,07/12/2021,Jamaica Bay,JA,"2,840.00","1,220,652.96",,"748,737",RT-qPCR
07/11/2021,07/12/2021,Newtown Creek,NC,"1,091.00","917,508.04",,"1,156,473",RT-qPCR
07/11/2021,07/12/2021,North River,NR,"1,820.00","1,516,679.38",,"658,596",RT-qPCR
07/11/2021,07/12/2021,Oakwood Beach,OB,"12,364.00","6,023,852.74",,"258,731",RT-qPCR
07/11/2021,07/12/2021,Owls Head,OH,798.00,"343,197.12",,"906,442",RT-qPCR
07/11/2021,07/12/2021,Port Richmond,PR,444.00,"631,622.17",Concentration below Method Limit of Quantification (above Method Limit of Detection),"226,167",RT-qPCR
07/11/2021,07/12/2021,Red Hook,RH,"5,596.00","3,687,519.19",,"224,029",RT-qPCR
07/11/2021,07/12/2021,Rockaway,RK,472.00,"355,999.03",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
07/11/2021,07/12/2021,Tallman Island,TI,"1,198.00","685,447.16",,"449,907",RT-qPCR
07/11/2021,07/12/2021,Wards Island,WI,"3,383.00","2,674,914.09",,"1,201,485",RT-qPCR
07/13/2021,07/14/2021,26th Ward,26W,"2,075.00","1,351,329.26",,"290,608",RT-qPCR
07/13/2021,07/14/2021,Bowery Bay,BB,"3,403.00","1,323,295.84",,"924,695",RT-qPCR
07/13/2021,07/14/2021,Coney Island,CI,"2,176.00","929,640.24",,"682,342",RT-qPCR
07/13/2021,07/14/2021,Hunts Point,HP,"2,414.00","1,535,266.42",,"755,948",RT-qPCR
07/13/2021,07/14/2021,Jamaica Bay,JA,"3,242.00","1,262,237.13",,"748,737",RT-qPCR
07/13/2021,07/14/2021,Newtown Creek,NC,"2,032.00","1,330,265.83",,"1,156,473",RT-qPCR
07/13/2021,07/14/2021,North River,NR,,,No signal detected; possible analytical issue,"658,596",RT-qPCR
07/13/2021,07/14/2021,Oakwood Beach,OB,"1,217.00","566,042.53",,"258,731",RT-qPCR
07/13/2021,07/14/2021,Owls Head,OH,"11,094.00","3,799,026.82",,"906,442",RT-qPCR
07/13/2021,07/14/2021,Port Richmond,PR,"1,745.00","993,094.10",,"226,167",RT-qPCR
07/13/2021,07/14/2021,Red Hook,RH,"3,784.00","1,534,655.85",This sample was analyzed in duplicate. The higher of the 2 results is reported,"224,029",RT-qPCR
07/13/2021,07/14/2021,Rockaway,RK,483.00,"318,764.87",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
07/13/2021,07/14/2021,Tallman Island,TI,"1,743.00","850,360.95",,"449,907",RT-qPCR
07/13/2021,07/14/2021,Wards Island,WI,"2,319.00","1,417,692.73",,"1,201,485",RT-qPCR
07/18/2021,07/19/2021,26th Ward,26W,"2,351.00","2,051,406.22",,"290,608",RT-qPCR
07/18/2021,07/19/2021,Bowery Bay,BB,"3,540.00","1,477,964.54",,"924,695",RT-qPCR
07/18/2021,07/19/2021,Coney Island,CI,"2,353.00","992,079.77",,"682,342",RT-qPCR
07/18/2021,07/19/2021,Hunts Point,HP,"2,108.00","1,372,180.15",,"755,948",RT-qPCR
07/18/2021,07/19/2021,Jamaica Bay,JA,"2,593.00","1,022,654.13",,"748,737",RT-qPCR
07/18/2021,07/19/2021,Newtown Creek,NC,"3,498.00","2,141,351.92",,"1,156,473",RT-qPCR
07/18/2021,07/19/2021,North River,NR,"2,136.00","1,276,992.93",,"658,596",RT-qPCR
07/18/2021,07/19/2021,Oakwood Beach,OB,764.00,"356,581.16",,"258,731",RT-qPCR
07/18/2021,07/19/2021,Owls Head,OH,"6,153.00","2,107,146.90",This sample was analyzed in duplicate. The higher of the 2 results is reported,"906,442",RT-qPCR
07/18/2021,07/19/2021,Port Richmond,PR,"3,501.00","2,109,685.80",,"226,167",RT-qPCR
07/18/2021,07/19/2021,Red Hook,RH,"1,323.00","536,483.95",,"224,029",RT-qPCR
07/18/2021,07/19/2021,Rockaway,RK,"6,036.00","3,980,496.69",,"120,539",RT-qPCR
07/18/2021,07/19/2021,Tallman Island,TI,"1,440.00","702,922.27",,"449,907",RT-qPCR
07/18/2021,07/19/2021,Wards Island,WI,"2,542.00","1,786,218.47",,"1,201,485",RT-qPCR
07/20/2021,07/21/2021,26th Ward,26W,"2,217.00","1,443,998.42",,"290,608",RT-qPCR
07/20/2021,,Bowery Bay,BB,,,No sample delivery due to logistical issue,"924,695",RT-qPCR
07/20/2021,,Coney Island,CI,,,No sample delivery due to logistical issue,"682,342",RT-qPCR
07/20/2021,,Hunts Point,HP,,,No sample delivery due to logistical issue,"755,948",RT-qPCR
07/20/2021,07/21/2021,Jamaica Bay,JA,"8,837.00","3,395,568.14",,"748,737",RT-qPCR
07/20/2021,07/21/2021,Newtown Creek,NC,"6,189.00","5,186,455.14",,"1,156,473",RT-qPCR
07/20/2021,,North River,NR,,,No sample delivery due to logistical issue,"658,596",RT-qPCR
07/20/2021,,Oakwood Beach,OB,,,No sample delivery due to logistical issue,"258,731",RT-qPCR
07/20/2021,,Owls Head,OH,,,No sample delivery due to logistical issue,"906,442",RT-qPCR
07/20/2021,,Port Richmond,PR,,,No sample delivery due to logistical issue,"226,167",RT-qPCR
07/20/2021,07/21/2021,Red Hook,RH,"4,792.00","1,700,439.89","No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells","224,029",RT-qPCR
07/20/2021,,Rockaway,RK,,,No sample delivery due to logistical issue,"120,539",RT-qPCR
07/20/2021,,Tallman Island,TI,,,No sample delivery due to logistical issue,"449,907",RT-qPCR
07/20/2021,,Wards Island,WI,,,No sample delivery due to logistical issue,"1,201,485",RT-qPCR
07/25/2021,07/26/2021,26th Ward,26W,"7,658.00","6,284,181.21",,"290,608",RT-qPCR
07/25/2021,07/26/2021,Bowery Bay,BB,"4,298.00","2,709,276.75",,"924,695",RT-qPCR
07/25/2021,07/26/2021,Coney Island,CI,"3,097.00","1,666,356.68",This sample was analyzed in duplicate. The higher of the 2 results is reported,"682,342",RT-qPCR
07/25/2021,07/26/2021,Hunts Point,HP,"4,194.00","3,255,593.41",,"755,948",RT-qPCR
07/25/2021,07/26/2021,Jamaica Bay,JA,"4,586.00","2,133,262.98",,"748,737",RT-qPCR
07/25/2021,07/26/2021,Newtown Creek,NC,"10,115.00","7,018,719.47",,"1,156,473",RT-qPCR
07/25/2021,07/26/2021,North River,NR,"4,184.00","3,174,368.96",,"658,596",RT-qPCR
07/25/2021,07/26/2021,Oakwood Beach,OB,"3,356.00","1,477,868.37",,"258,731",RT-qPCR
07/25/2021,07/26/2021,Owls Head,OH,"6,437.00","2,338,675.13",,"906,442",RT-qPCR
07/25/2021,07/26/2021,Port Richmond,PR,"2,524.00","1,267,317.46",,"226,167",RT-qPCR
07/25/2021,07/26/2021,Red Hook,RH,"1,466.00","668,680.24",,"224,029",RT-qPCR
07/25/2021,07/26/2021,Rockaway,RK,"2,006.00","1,512,011.61",,"120,539",RT-qPCR
07/25/2021,07/26/2021,Tallman Island,TI,"7,534.00","4,817,807.78",,"449,907",RT-qPCR
07/25/2021,07/26/2021,Wards Island,WI,"2,575.00","1,574,158.96",,"1,201,485",RT-qPCR
07/27/2021,07/28/2021,26th Ward,26W,,,Analytical issue,"290,608",RT-qPCR
07/27/2021,07/28/2021,Bowery Bay,BB,,,Analytical issue,"924,695",RT-qPCR
07/27/2021,07/28/2021,Coney Island,CI,,,Analytical issue,"682,342",RT-qPCR
07/27/2021,07/28/2021,Hunts Point,HP,,,Analytical issue,"755,948",RT-qPCR
07/27/2021,07/28/2021,Jamaica Bay,JA,,,Analytical issue,"748,737",RT-qPCR
07/27/2021,08/02/2021,Newtown Creek,NC,"6,549.00","4,287,415.96","Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated","1,156,473",RT-qPCR
07/27/2021,07/28/2021,North River,NR,,,Analytical issue,"658,596",RT-qPCR
07/27/2021,08/02/2021,Oakwood Beach,OB,"4,596.00","1,956,698.56","Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated","258,731",RT-qPCR
07/27/2021,07/28/2021,Owls Head,OH,,,Analytical issue,"906,442",RT-qPCR
07/27/2021,07/28/2021,Port Richmond,PR,,,Analytical issue,"226,167",RT-qPCR
07/27/2021,07/28/2021,Red Hook,RH,,,Analytical issue,"224,029",RT-qPCR
07/27/2021,07/28/2021,Rockaway,RK,,,Analytical issue,"120,539",RT-qPCR
07/27/2021,07/28/2021,Tallman Island,TI,,,Analytical issue,"449,907",RT-qPCR
07/27/2021,08/02/2021,Wards Island,WI,"2,738.00","1,966,957.86","Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated","1,201,485",RT-qPCR
08/01/2021,08/02/2021,26th Ward,26W,"5,241.00","3,550,096.03",,"290,608",RT-qPCR
08/01/2021,08/02/2021,Bowery Bay,BB,"10,955.00","4,708,970.26",,"924,695",RT-qPCR
08/01/2021,08/02/2021,Coney Island,CI,"5,723.00","2,508,113.78",This sample was analyzed in duplicate. The higher of the 2 results is reported,"682,342",RT-qPCR
08/01/2021,08/02/2021,Hunts Point,HP,"4,001.00","2,484,200.87",,"755,948",RT-qPCR
08/01/2021,08/02/2021,Jamaica Bay,JA,"22,612.00","8,688,220.17",,"748,737",RT-qPCR
08/01/2021,08/02/2021,Newtown Creek,NC,"7,232.00","4,544,973.22",,"1,156,473",RT-qPCR
08/01/2021,08/02/2021,North River,NR,"4,329.00","2,512,982.82",,"658,596",RT-qPCR
08/01/2021,08/02/2021,Oakwood Beach,OB,"9,591.00","4,013,255.27",,"258,731",RT-qPCR
08/01/2021,08/02/2021,Owls Head,OH,"8,982.00","3,563,557.58",,"906,442",RT-qPCR
08/01/2021,08/02/2021,Port Richmond,PR,"7,465.00","3,623,264.70",,"226,167",RT-qPCR
08/01/2021,08/02/2021,Red Hook,RH,"4,905.00","2,072,116.49",,"224,029",RT-qPCR
08/01/2021,08/02/2021,Rockaway,RK,"1,718.00","1,186,742.97",,"120,539",RT-qPCR
08/01/2021,08/02/2021,Tallman Island,TI,"4,968.00","2,299,150.75",,"449,907",RT-qPCR
08/01/2021,08/02/2021,Wards Island,WI,"4,387.00","2,515,450.22",,"1,201,485",RT-qPCR
08/03/2021,08/04/2021,26th Ward,26W,"8,441.00","5,057,837.88",,"290,608",RT-qPCR
08/03/2021,08/04/2021,Bowery Bay,BB,"7,739.00","2,661,355.82",,"924,695",RT-qPCR
08/03/2021,08/04/2021,Coney Island,CI,"7,278.00","3,028,148.19",,"682,342",RT-qPCR
08/03/2021,08/04/2021,Hunts Point,HP,"7,147.00","4,187,306.63",,"755,948",RT-qPCR
08/03/2021,08/04/2021,Jamaica Bay,JA,"13,353.00","4,928,153.05",,"748,737",RT-qPCR
08/03/2021,08/04/2021,Newtown Creek,NC,"8,656.00","4,958,311.07",,"1,156,473",RT-qPCR
08/03/2021,08/04/2021,North River,NR,"2,687.00","1,513,263.16",,"658,596",RT-qPCR
08/03/2021,08/04/2021,Oakwood Beach,OB,"6,377.00","2,612,474.67",,"258,731",RT-qPCR
08/03/2021,08/04/2021,Owls Head,OH,"24,263.00","8,308,661.32",,"906,442",RT-qPCR
08/03/2021,08/04/2021,Port Richmond,PR,"8,895.00","3,572,997.50",,"226,167",RT-qPCR
08/03/2021,08/04/2021,Red Hook,RH,"6,306.00","2,344,220.53",,"224,029",RT-qPCR
08/03/2021,08/04/2021,Rockaway,RK,"11,166.00","7,012,896.92",This sample was analyzed in duplicate. The higher of the 2 results is reported,"120,539",RT-qPCR
08/03/2021,08/04/2021,Tallman Island,TI,"4,676.00","2,085,151.79",,"449,907",RT-qPCR
08/03/2021,08/04/2021,Wards Island,WI,"7,767.00","4,258,016.40",,"1,201,485",RT-qPCR
08/08/2021,08/09/2021,26th Ward,26W,"10,497.00","9,024,619.98",,"290,608",RT-qPCR
08/08/2021,08/09/2021,Bowery Bay,BB,"12,590.00","7,009,414.00",,"924,695",RT-qPCR
08/08/2021,08/09/2021,Coney Island,CI,"15,368.00","6,991,092.86",,"682,342",RT-qPCR
08/08/2021,08/09/2021,Hunts Point,HP,"10,258.00","7,088,452.29",,"755,948",RT-qPCR
08/08/2021,08/09/2021,Jamaica Bay,JA,"11,013.00","5,122,291.62",,"748,737",RT-qPCR
08/08/2021,08/09/2021,Newtown Creek,NC,"9,206.00","6,900,351.06",,"1,156,473",RT-qPCR
08/08/2021,08/09/2021,North River,NR,"18,971.00","11,339,972.86",,"658,596",RT-qPCR
08/08/2021,08/09/2021,Oakwood Beach,OB,"14,367.00","5,864,390.20",,"258,731",RT-qPCR
08/08/2021,08/09/2021,Owls Head,OH,"51,863.00","23,824,662.90",,"906,442",RT-qPCR
08/08/2021,08/09/2021,Port Richmond,PR,"10,123.00","4,744,227.27",,"226,167",RT-qPCR
08/08/2021,08/09/2021,Red Hook,RH,"14,376.00","5,829,928.50",,"224,029",RT-qPCR
08/08/2021,08/09/2021,Rockaway,RK,"3,884.00","2,805,114.81",,"120,539",RT-qPCR
08/08/2021,08/09/2021,Tallman Island,TI,"6,545.00","4,019,977.74",This sample was analyzed in duplicate. The higher of the 2 results is reported,"449,907",RT-qPCR
08/08/2021,08/09/2021,Wards Island,WI,"11,793.00","7,505,554.71",,"1,201,485",RT-qPCR
08/10/2021,08/11/2021,26th Ward,26W,"17,296.00","17,798,106.15",,"290,608",RT-qPCR
08/10/2021,08/11/2021,Bowery Bay,BB,"18,399.00","9,942,090.31",,"924,695",RT-qPCR
08/10/2021,08/11/2021,Coney Island,CI,"20,209.00","7,847,897.41",,"682,342",RT-qPCR
08/10/2021,08/11/2021,Hunts Point,HP,"26,519.00","19,122,524.68",This sample was analyzed in duplicate. The higher of the 2 results is reported,"755,948",RT-qPCR
08/10/2021,08/11/2021,Jamaica Bay,JA,"32,043.00","14,418,144.31",,"748,737",RT-qPCR
08/10/2021,08/11/2021,Newtown Creek,NC,"7,808.00","6,465,716.69",,"1,156,473",RT-qPCR
08/10/2021,08/11/2021,North River,NR,"7,424.00","5,845,892.37",,"658,596",RT-qPCR
08/10/2021,08/11/2021,Oakwood Beach,OB,"16,392.00","7,482,614.44",,"258,731",RT-qPCR
08/10/2021,08/11/2021,Owls Head,OH,"26,450.00","12,481,704.73",,"906,442",RT-qPCR
08/10/2021,08/11/2021,Port Richmond,PR,"21,590.00","13,731,275.10",,"226,167",RT-qPCR
08/10/2021,08/11/2021,Red Hook,RH,"4,184.00","2,757,270.03",,"224,029",RT-qPCR
08/10/2021,08/11/2021,Rockaway,RK,"9,473.00","6,247,583.56",,"120,539",RT-qPCR
08/10/2021,08/11/2021,Tallman Island,TI,"11,213.00","6,415,312.69",,"449,907",RT-qPCR
08/10/2021,08/11/2021,Wards Island,WI,"12,465.00","8,914,665.75",,"1,201,485",RT-qPCR
08/15/2021,08/16/2021,26th Ward,26W,"7,573.00","5,129,610.49",,"290,608",RT-qPCR
08/15/2021,08/16/2021,Bowery Bay,BB,"16,723.00","6,024,370.67",,"924,695",RT-qPCR
08/15/2021,08/16/2021,Coney Island,CI,"10,774.00","4,243,807.94",,"682,342",RT-qPCR
08/15/2021,08/16/2021,Hunts Point,HP,"5,386.00","3,506,433.52",,"755,948",RT-qPCR
08/15/2021,08/16/2021,Jamaica Bay,JA,"12,665.00","4,738,336.70",,"748,737",RT-qPCR
08/15/2021,08/16/2021,Newtown Creek,NC,"5,463.00","3,057,513.83",,"1,156,473",RT-qPCR
08/15/2021,08/16/2021,North River,NR,"6,531.00","3,716,430.56",This sample was analyzed in duplicate. The higher of the 2 results is reported,"658,596",RT-qPCR
08/15/2021,08/16/2021,Oakwood Beach,OB,"6,563.00","2,544,672.84",,"258,731",RT-qPCR
08/15/2021,08/16/2021,Owls Head,OH,"9,077.00","3,184,067.94",,"906,442",RT-qPCR
08/15/2021,08/16/2021,Port Richmond,PR,"5,365.00","2,244,824.26",,"226,167",RT-qPCR
08/15/2021,08/16/2021,Red Hook,RH,"6,511.00","2,420,398.17",,"224,029",RT-qPCR
08/15/2021,08/16/2021,Rockaway,RK,"3,472.00","2,399,046.49",,"120,539",RT-qPCR
08/15/2021,08/16/2021,Tallman Island,TI,"3,862.00","1,657,078.35",,"449,907",RT-qPCR
08/15/2021,08/16/2021,Wards Island,WI,"4,265.00","3,332,773.79",,"1,201,485",RT-qPCR
08/17/2021,08/18/2021,26th Ward,26W,"11,447.00","7,007,782.60",,"290,608",RT-qPCR
08/17/2021,,Bowery Bay,BB,,,No sample delivery due to logistical issue,"924,695",RT-qPCR
08/17/2021,08/18/2021,Coney Island,CI,"5,362.00","2,082,192.74",,"682,342",RT-qPCR
08/17/2021,,Hunts Point,HP,,,No sample delivery due to logistical issue,"755,948",RT-qPCR
08/17/2021,08/18/2021,Jamaica Bay,JA,"13,556.00","4,866,051.63",,"748,737",RT-qPCR
08/17/2021,08/18/2021,Newtown Creek,NC,"7,752.00","4,567,138.45",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,156,473",RT-qPCR
08/17/2021,,North River,NR,,,No sample delivery due to logistical issue,"658,596",RT-qPCR
08/17/2021,08/18/2021,Oakwood Beach,OB,"3,140.00","1,212,774.97",,"258,731",RT-qPCR
08/17/2021,08/18/2021,Owls Head,OH,"8,878.00","3,225,568.65",,"906,442",RT-qPCR
08/17/2021,08/18/2021,Port Richmond,PR,"7,515.00","3,018,588.63",,"226,167",RT-qPCR
08/17/2021,08/18/2021,Red Hook,RH,"3,137.00","1,219,020.59",,"224,029",RT-qPCR
08/17/2021,08/18/2021,Rockaway,RK,"5,058.00","3,177,035.41",,"120,539",RT-qPCR
08/17/2021,,Tallman Island,TI,,,No sample delivery due to logistical issue,"449,907",RT-qPCR
08/17/2021,,Wards Island,WI,,,No sample delivery due to logistical issue,"1,201,485",RT-qPCR
08/22/2021,08/23/2021,26th Ward,26W,"7,229.00","11,769,797.14",,"290,608",RT-qPCR
08/22/2021,08/23/2021,Bowery Bay,BB,"1,212.00","1,225,667.18",,"924,695",RT-qPCR
08/22/2021,08/23/2021,Coney Island,CI,494.00,"537,308.40",Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,"682,342",RT-qPCR
08/22/2021,08/23/2021,Hunts Point,HP,"1,400.00","2,319,722.16",,"755,948",RT-qPCR
08/22/2021,08/23/2021,Jamaica Bay,JA,"8,003.00","5,785,664.46",,"748,737",RT-qPCR
08/22/2021,08/23/2021,Newtown Creek,NC,"1,087.00","1,821,060.92",,"1,156,473",RT-qPCR
08/22/2021,08/23/2021,North River,NR,"1,520.00","2,298,301.31",,"658,596",RT-qPCR
08/22/2021,08/23/2021,Oakwood Beach,OB,"2,082.00","1,773,211.42",,"258,731",RT-qPCR
08/22/2021,08/23/2021,Owls Head,OH,"2,296.00","1,802,763.34",,"906,442",RT-qPCR
08/22/2021,08/23/2021,Port Richmond,PR,893.00,"1,419,495.39",,"226,167",RT-qPCR
08/22/2021,08/23/2021,Red Hook,RH,683.00,"1,014,864.66",,"224,029",RT-qPCR
08/22/2021,08/23/2021,Rockaway,RK,412.00,"452,972.40",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
08/22/2021,08/23/2021,Tallman Island,TI,"1,506.00","1,431,995.98",,"449,907",RT-qPCR
08/22/2021,08/23/2021,Wards Island,WI,"1,905.00","2,562,845.88",,"1,201,485",RT-qPCR
08/24/2021,08/25/2021,26th Ward,26W,"7,656.00","5,783,886.28",,"290,608",RT-qPCR
08/24/2021,08/25/2021,Bowery Bay,BB,"5,450.00","2,409,645.21",This sample was analyzed in duplicate. The higher of the 2 results is reported,"924,695",RT-qPCR
08/24/2021,08/25/2021,Coney Island,CI,"10,019.00","5,780,544.57",,"682,342",RT-qPCR
08/24/2021,08/25/2021,Hunts Point,HP,"7,976.00","5,711,623.74",,"755,948",RT-qPCR
08/24/2021,08/25/2021,Jamaica Bay,JA,"11,814.00","5,017,359.76",,"748,737",RT-qPCR
08/24/2021,08/25/2021,Newtown Creek,NC,"6,328.00","4,204,736.14",,"1,156,473",RT-qPCR
08/24/2021,08/25/2021,North River,NR,"3,006.00","2,004,452.95",,"658,596",RT-qPCR
08/24/2021,08/25/2021,Oakwood Beach,OB,"1,636.00","945,296.36",,"258,731",RT-qPCR
08/24/2021,08/25/2021,Owls Head,OH,"8,708.00","3,382,015.10",,"906,442",RT-qPCR
08/24/2021,08/25/2021,Port Richmond,PR,"7,672.00","5,264,680.77",,"226,167",RT-qPCR
08/24/2021,08/25/2021,Red Hook,RH,"3,883.00","2,033,785.27",,"224,029",RT-qPCR
08/24/2021,08/25/2021,Rockaway,RK,"14,610.00","12,847,141.12",,"120,539",RT-qPCR
08/24/2021,08/25/2021,Tallman Island,TI,"2,542.00","1,625,695.47",,"449,907",RT-qPCR
08/24/2021,08/25/2021,Wards Island,WI,"7,781.00","5,491,483.19",,"1,201,485",RT-qPCR
08/29/2021,08/30/2021,26th Ward,26W,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells","290,608",RT-qPCR
08/29/2021,08/30/2021,Bowery Bay,BB,,,Concentration below Method Limit of Detection,"924,695",RT-qPCR
08/29/2021,08/30/2021,Coney Island,CI,"2,222.00","1,059,914.29",,"682,342",RT-qPCR
08/29/2021,08/30/2021,Hunts Point,HP,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells","755,948",RT-qPCR
08/29/2021,08/30/2021,Jamaica Bay,JA,"7,640.00","3,128,579.04",,"748,737",RT-qPCR
08/29/2021,08/30/2021,Newtown Creek,NC,"2,489.00","1,474,362.32",,"1,156,473",RT-qPCR
08/29/2021,08/30/2021,North River,NR,"2,852.00","1,901,282.26",,"658,596",RT-qPCR
08/29/2021,08/30/2021,Oakwood Beach,OB,"3,726.00","1,924,155.85",,"258,731",RT-qPCR
08/29/2021,08/30/2021,Owls Head,OH,496.00,"198,788.66",Concentration below Method Limit of Quantification (above Method Limit of Detection),"906,442",RT-qPCR
08/29/2021,08/30/2021,Port Richmond,PR,"1,922.00","997,465.87",,"226,167",RT-qPCR
08/29/2021,08/30/2021,Red Hook,RH,"1,184.00","539,949.66",,"224,029",RT-qPCR
